31 0.498499727249 0.396135091782 0.560244083405
40 0.484924411774 0.408667087555 0.534273147583
53 0.512474298477 0.461776971817 0.558708906174
68 0.510799694061 0.466293096542 0.570828199387
89 0.504278731346 0.406419992447 0.576992034912
116 0.504295897484 0.403337001801 0.572869062424
151 0.537394976616 0.493058919907 0.590072154999
197 0.561928415298 0.488854169846 0.618760108948
256 0.558821606636 0.524029016495 0.623831033707
332 0.586726212502 0.554809808731 0.694216966629
432 0.595520424843 0.565099954605 0.63627910614
562 0.64464404583 0.574794054031 0.691983938217
731 0.67371776104 0.628746986389 0.736696958542
951 0.718024778366 0.636000871658 0.769231081009
1236 0.787298727036 0.688645124435 0.865309000015
1607 0.864527821541 0.821982145309 0.918580055237
2089 0.9257117033 0.872820138931 0.978453874588
2716 1.11343841553 1.0709028244 1.19968891144
3531 1.30726239681 1.21317410469 1.3743159771
4590 1.51469929218 1.46508097649 1.58627200127
5967 1.82748129368 1.74041795731 1.91348600388
7757 2.22842857838 2.12266111374 2.28318190575
10085 2.77258431911 2.70497512817 2.9067530632
13110 3.44652509689 3.38186311722 3.54272007942
17043 4.3058716774 4.15042495728 4.4277818203
22157 5.47604813576 5.34729290009 5.59522414207
28804 6.96583528519 6.86738181114 7.08094406128
37445 8.89995653629 8.75809407234 9.0310151577
48679 11.4595468521 11.2407109737 11.611700058
63282 14.714824295 14.4883420467 15.0718669891
82267 19.0617882967 18.7443919182 19.6699841022
