31 0.502077507973 0.39777302742 0.738502025604
40 0.497875213623 0.405678033829 0.545928955078
53 0.486507511139 0.381906032562 0.537484884262
68 0.467563438416 0.376335859299 0.546378135681
89 0.462565469742 0.3895008564 0.516083955765
116 0.501085495949 0.44553399086 0.566258907318
151 0.500030064583 0.406335830688 0.555433034897
197 0.488104581833 0.405833005905 0.575222969055
256 0.510795688629 0.423006057739 0.586115837097
332 0.527776694298 0.448945045471 0.588000059128
432 0.578379797935 0.524855136871 0.618456125259
562 0.599892616272 0.551932096481 0.637058019638
731 0.621166038513 0.543637037277 0.681436061859
951 0.647264003754 0.550370931625 0.701227903366
1236 0.70714673996 0.668172121048 0.751101970673
1607 0.779374408722 0.688452005386 0.840882062912
2089 0.852015781403 0.81570315361 0.895927906036
2716 0.975158119202 0.862315177917 1.0386531353
3531 1.12687370777 1.02201008797 1.19502592087
4590 1.31669359207 1.19880390167 1.38216900826
5967 1.54404482841 1.44118309021 1.61888003349
7757 1.91072900295 1.86895799637 1.9568169117
10085 2.2889787674 2.22644805908 2.34294486046
13110 2.84727199078 2.79406785965 2.91506290436
17043 3.5500369072 3.46620702744 3.60522603989
22157 4.45313959122 4.3757212162 4.60173296928
28804 5.68244404793 5.52977108955 5.76829695702
37445 7.2181078434 7.14192295074 7.36826896667
48679 9.2403683424 9.15030097961 9.52577710152
63282 11.9705219269 11.7594659328 12.2669510841
82267 15.362220788 15.1229548454 15.7977180481
