31 0.479976034164 0.406070947647 0.595908164978
40 0.50791285038 0.459370851517 0.570502996445
53 0.517006659508 0.481563091278 0.536590099335
68 0.505238246918 0.45841217041 0.543547153473
89 0.498800134659 0.415926218033 0.5663189888
116 0.484147953987 0.404359102249 0.552730083466
151 0.504043149948 0.434061050415 0.584515094757
197 0.566224169731 0.446982860565 0.618545055389
256 0.557366204262 0.466110944748 0.62698507309
332 0.588139390945 0.516772985458 0.632789134979
432 0.632276105881 0.532382965088 0.690215826035
562 0.742069578171 0.695398807526 0.807557821274
731 0.869167041779 0.81294798851 0.937649965286
951 1.07775039673 0.98232793808 1.12161207199
1236 1.47963502407 1.42841410637 1.50827288628
1607 2.06566433907 2.0359210968 2.13823008537
2089 3.27452392578 3.1772851944 3.37085700035
2716 5.61950068474 5.44025611877 5.81171894073
3531 9.6739793539 9.35812091827 9.91462898254
4590 17.187171936 16.6224839687 17.9049961567
